Date,RANDWICK SO2 24h maximum [pphm],LIVERPOOL SO2 24h maximum [pphm],NEWCASTLE SO2 24h maximum [pphm],WOLLONGONG SO2 24h maximum [pphm],PARRAMATTA NORTH SO2 24h maximum [pphm],PENRITH SO2 24h maximum [pphm],RANDWICK NO 24h maximum [pphm],LIVERPOOL NO 24h maximum [pphm],NEWCASTLE NO 24h maximum [pphm],WOLLONGONG NO 24h maximum [pphm],PARRAMATTA NORTH NO 24h maximum [pphm],PENRITH NO 24h maximum [pphm],RANDWICK NO2 24h maximum [pphm],LIVERPOOL NO2 24h maximum [pphm],NEWCASTLE NO2 24h maximum [pphm],WOLLONGONG NO2 24h maximum [pphm],PARRAMATTA NORTH NO2 24h maximum [pphm],PENRITH NO2 24h maximum [pphm],RANDWICK OZONE 24h maximum [pphm],LIVERPOOL OZONE 24h maximum [pphm],NEWCASTLE OZONE 24h maximum [pphm],WOLLONGONG OZONE 24h maximum [pphm],PARRAMATTA NORTH OZONE 24h maximum [pphm],PENRITH OZONE 24h maximum [pphm],RANDWICK PM10 24h maximum  ,LIVERPOOL PM10 24h maximum  ,NEWCASTLE PM10 24h maximum  ,WOLLONGONG PM10 24h maximum  ,PARRAMATTA NORTH PM10 24h maximum  ,PENRITH PM10 24h maximum  ,RANDWICK PM2.5 24h maximum  ,LIVERPOOL PM2.5 24h maximum  ,NEWCASTLE PM2.5 24h maximum  ,WOLLONGONG PM2.5 24h maximum,PARRAMATTA NORTH PM2.5 24h maximum ,PENRITH PM2.5 24h maximum  ,LIVERPOOL CO 24h maximum [ppm],NEWCASTLE CO 24h maximum [ppm],WOLLONGONG CO 24h maximum [ppm],PARRAMATTA NORTH CO 24h maximum [ppm],PENRITH CO 24h maximum [ppm]
22/08/2020,0.1,0,0.1,0,0,0,0.2,0.1,0.1,0.1,0.1,0.1,0.7,0.7,0.5,0.2,0.7,0.1,3,3.1,2.9,3.1,3.1,3.1,11.5,12.5,11.9,9.5,10.3,7.2,11.6,14.5,8.8,10,5.9,9.1,0,0.1,0.1,0.2,0.1
23/08/2020,0.1,0,0.3,0.1,0,0,0.1,0,0.1,0.1,0.2,0.1,0.4,0.5,0.4,0.2,1.1,0.4,2.9,2.9,2.9,3,2.9,3,10.8,15.4,13.5,10.7,12.2,6.1,9.5,8.2,8.2,12.7,7.2,12.6,0,0.1,0.1,0.1,0.1
24/08/2020,0,0,0.4,0,0.2,0.1,0.7,0.6,1.1,1,7.2,0.9,1.7,2.7,2.7,2.3,2.9,1.4,3.4,3.1,3.3,3.2,3.2,3,20.9,25.8,49.6,17,28.8,12.9,13.6,14,15.9,15,12.3,17.7,0.1,0.3,0.1,0.2,0.2
25/08/2020,0.1,0.3,0.6,0.1,0.3,0.3,3.1,18.4,3.1,4.7,17,5.5,2.5,3.6,2.5,2.8,2.8,2.2,2.9,3,2.8,3,3,3.1,21,72.2,26.3,15.7,24.9,37.2,13,24,12.7,16.7,18.8,18.6,0.3,0.3,0.4,0.4,0.3
26/08/2020,0.1,0.2,0.6,0.7,0.2,0.4,3.2,11,4.2,16.6,10.3,7.5,2.2,3.4,2.9,3.3,2.5,2.4,3.2,3,3.3,3.3,3.1,3.4,20.2,78.8,28.2,21.4,31,77.5,15.7,23.4,18.2,22.4,22.5,20,0.4,0.4,0.4,0.6,0.4
27/08/2020,0.1,0.2,0.7,0,0.1,0.1,,9,6.7,0.8,7.9,5.2,2,3.7,3,1.5,2.9,1.4,2.8,3.1,3.2,3.2,3.2,3.4,20.8,53.1,38.4,8.3,33.4,53.2,26.2,24.6,17.6,12,20.8,13,0.5,0.5,0.4,0.5,0.4
28/08/2020,0.2,0.1,0.3,0,0.2,0.2,4.1,7.4,1.2,2.9,4.3,1.6,2.6,3.4,2.5,3.1,3,2.6,3.4,3.2,3.4,3.2,3.2,3.2,31,143,45.6,24,35.7,50.9,21.3,39.9,19.2,26.6,38.8,30.6,0.4,0.2,0.3,0.5,0.3
29/08/2020,0.6,0.6,1.6,0.7,0.8,0.4,3.9,7.5,3.5,7.3,3.7,3.3,2.5,3.3,2.2,2.9,2.2,2.3,3.5,3.6,2.8,3.2,3.7,3.5,52.9,83.8,61.7,78.9,145.1,68.5,26.1,65.9,31.5,73.5,98.4,51.1,0.6,0.4,0.4,0.7,0.5
30/08/2020,0.8,0.2,0.9,0.6,0.2,0.2,1.6,6.3,3.2,1.1,2.6,1,2.6,2.6,2.9,3.4,2.8,1.9,3.1,4.4,3.1,4,4.2,4.3,68.9,66.6,57.6,61,46.9,67.2,75,62.2,41.4,68,50.7,42.1,0.8,0.4,0.5,0.7,0.6
31/08/2020,0.1,0.2,0.5,1.1,0.1,0.1,2,8.7,1.4,0.2,2.1,2.9,2.2,3.1,2.4,1.3,2.3,1.4,3.4,3.1,3.5,3.1,3.1,3.3,42.4,53.6,46.8,42.6,79.5,43.5,24.5,25.2,20.2,19.6,16.4,16.1,0.1,0.3,0.3,0.4,0.3
1/9/2020,0.2,0.1,0.1,0.4,0.1,0.1,3.1,6.5,0.1,1.6,0.8,2.4,2.5,3,1.5,2.4,2.2,1.9,3.6,3.3,3.6,3.5,3.3,3.6,34.5,45.8,38.1,25,32.8,27.9,18.3,28.8,15.6,11.4,11,23.4,0.2,0.1,0.2,0.2,0.2
2/9/2020,1,0.3,0.8,0.2,0.2,0.3,5.2,16,4.7,7.6,10.7,4.4,2.3,4.1,2.3,3.1,3.5,2.5,3.3,3.4,2.7,3,3.2,3.3,54.6,328.8,49.2,41.3,64.3,65.8,21.8,43.8,16.2,19.2,18.4,22.7,0.7,0.3,0.3,0.4,0.4
3/9/2020,0.1,0.3,1.1,0.1,0.1,0.2,0.4,17.5,2.6,2,0.4,6.6,1.3,3.6,3.2,3.6,1.5,1.7,4,4.2,4.2,3.8,3.9,4.2,29.2,63.5,55.4,35.9,37.6,65.5,20.1,25.2,19.9,15.9,13.9,16.7,0.8,0.3,0.3,0.4,0.5
4/9/2020,0.2,0.2,1.9,0.3,0.2,0.2,6.1,11.6,1.1,2.1,13.2,7.9,3.3,3.7,2.4,2.7,3.7,3.2,3,3.1,3.9,2,3.2,3.3,51.4,70.3,56.1,37,66.8,68.2,20.3,29.7,16,16.8,28.4,28,0.5,0.4,0.4,0.6,0.6
5/9/2020,0.1,0.1,0.1,0,0.1,0.3,3.2,6.3,0.4,0.5,4,5.4,2.3,2.7,1.2,2.5,2.4,1.9,3.6,3.3,3.6,3.4,3.4,3.1,28.5,30.2,36.7,24.7,29.8,31.5,20.6,26,20,16.4,22.3,35.5,0.6,0.2,0.3,0.6,0.6
6/9/2020,0,0.1,0.1,0,0.1,0.4,1.1,5.7,0,0.6,2.2,1.3,1.9,2.6,0.7,2.1,1.5,1.3,3.1,3.1,3.3,3.2,3.3,3.4,24.5,37.5,32.4,30.9,26.6,25,28.1,33.6,18.4,18.2,21,18.8,0.4,0.3,0.3,0.5,0.3
7/9/2020,0.1,0.5,0.1,0.2,0.4,0.1,5.6,12.6,2.5,0.4,20.4,3.8,1.9,2.4,1.3,1.9,2.6,1.3,3.4,3.4,3.3,3.4,3.5,3.9,30.1,49.2,25.9,23.6,31.3,55.7,17.6,21.5,15.6,17.2,13.4,12.1,0.5,0.2,0.2,0.4,0.3
8/9/2020,0.8,0.3,1.4,0.7,0.5,0.2,5.3,21.1,3.5,6.6,14.6,3.5,2.2,3.6,2.3,3.5,3.1,2.6,3.4,4.5,3.2,3.5,3.7,3.8,27.8,55.9,35.8,48.8,39.1,81.4,22.5,24.7,18.4,19.1,17.6,24.7,0.4,0.2,0.3,0.4,0.4
9/9/2020,0.2,0.2,0.1,0.3,0.3,0.2,1.4,5.8,2.3,1.9,1.1,2.2,2.2,3.1,2.4,2.8,2.4,1.5,3.2,2.5,3.1,2.7,2.5,1.8,42.7,38.4,48.1,39.4,36,35.8,20.1,22,22.2,30,17,16.3,0.4,0.2,0.3,0.4,0.4
10/9/2020,0,0.1,0.1,0.1,0,0.4,0,1.3,0.1,0.4,0.5,1.8,0,2.3,0,2.1,1.5,1.4,3.4,2.9,3.3,3,3.2,3.2,23.5,21.1,37.8,18.9,25.3,30.2,14.2,16.8,10.4,16.2,9.1,10.1,0,0.2,0.2,0.2,0.2
11/9/2020,0.1,0.1,0.1,0.3,0.1,0.3,0,2.5,0.7,0.7,4.1,1.6,1.5,2.6,2.1,1.6,2.4,1.8,3.5,2.9,3.4,3.5,3.1,3.5,26.1,59.9,34.9,27.7,18.3,36.7,13.4,26.8,12.1,13.6,9,15.8,0.2,0.2,0.2,0.2,0.2
12/9/2020,0.5,0.2,0.5,0.3,0.2,0.1,2.3,8.2,1.6,3,5.2,1.8,1.9,2.4,1.6,2.9,1.8,1.7,3.2,3.8,3.2,3.3,3.9,3.6,24,27.1,52.7,34.1,19.8,32.9,9.2,25.4,18.1,28.5,13.9,22.4,0.5,0.3,0.4,0.4,0.3
13/09/2020,0.2,0.1,0.3,0,0.1,0.1,0.6,4,2.1,0.7,1.9,0.9,1.9,2.3,2.8,1.7,2.1,1.1,3.2,3,3.2,2.9,3.2,3,18,33.6,30.9,22.3,23.5,22.1,21.5,24.1,19.5,22.7,14.9,30.1,0.5,0.4,0.5,0.4,0.3
14/09/2020,0.1,0.3,0.1,0.2,0.3,0.3,4.3,19.2,,1.9,15.4,4.7,2.4,3,1.8,2.6,2.6,1.3,3.3,3.2,3.4,3.2,3.3,3.5,28.3,36.7,28.9,32.1,33.4,34,14.6,20.3,23.5,12.2,11.6,17.2,0.5,0.5,0.2,0.3,0.4
15/09/2020,0.1,0.2,0.1,0,0.2,0.4,0.3,2.9,,2.2,6.4,0.5,1.7,2.5,,2.5,2.2,1.5,3.4,3.9,3,3.3,3.8,3.8,24.2,61.3,79.3,26.2,28.6,108,14,14.9,20.9,18.6,11.5,58.4,0.1,,0.3,0.4,0.2
16/09/2020,1.3,0.3,0.7,0.3,0.2,0.2,1.2,17,4.2,2.1,13.1,4.8,2.7,3.2,2.1,3.2,3.4,1.9,3.1,4.1,2.9,3.4,3.6,3.8,31.9,88.1,54.5,53.6,38.5,57.2,26.4,22.2,18.7,23.5,14.4,25.1,0.3,0.3,0.4,0.3,0.2
17/09/2020,0.2,0.2,0.7,1.4,0.2,0.3,7,14,4,1.2,13.1,2.9,2.8,3.2,2,2.3,2.5,1.6,4.7,4.1,3.7,3.8,4.2,4,99.2,143.5,87,95.3,113.4,75.2,22,22.8,26.2,14.9,18.3,21.1,0.3,0.3,0.4,0.4,0.2
18/09/2020,0.2,0.1,0,0.5,0.1,0.2,0.4,0.4,0.1,1,0.2,0.7,1.5,2.5,0.4,2,1.5,1.8,3.8,3.1,3.4,3.4,3.6,2.8,26.3,52,41.8,23.7,33.5,29.8,18.4,28.7,18.5,13.8,16.4,9.5,0,0.3,0.3,0.2,0.2
19/09/2020,0.1,0,0.1,0,0.1,0.2,0.8,0.6,0.3,0.3,0.6,0.9,1.2,1.5,0.3,1.4,1.2,1.3,3.2,3.2,3.2,3.6,3,3.9,28.5,24.5,49,43.8,26.4,27.5,14.4,29.1,15,10.7,24,16.2,0.1,0.3,0.2,0.3,0.2
20/09/2020,0.4,0.3,0.1,0.2,0.4,0.1,0.2,0.3,0.3,0.2,0.2,0.3,0.5,1.6,1.5,1.5,0.7,1.1,2.9,2.9,2.3,2.8,2.7,3,21,21.1,16.2,55,13.6,29.6,28.4,18.9,9.6,18.1,11.9,22.9,0.1,0.3,0.2,0.2,0.3
21/09/2020,0.5,0.2,1.7,0.1,0.1,0.1,2.5,12.6,3.7,0.4,6.3,2.6,1.7,1.9,3.1,3.3,1.9,0.7,4.2,3.5,2.7,4.2,3.2,3.8,26.5,28.2,42.3,65,38.1,27.7,11,12.6,21.4,22.4,10.4,19.2,0.2,0.3,0.2,0.2,0.2
22/09/2020,0.1,0.1,0.2,0,0,0.1,0.2,1.8,0.8,0.1,0.2,1.1,1.3,2.1,1.5,0.5,1,1.6,3.6,3.2,3.8,3.3,3.5,3.5,42.7,46,38.4,34.2,42.2,41.9,22.1,19.9,9.7,14.3,13.5,25.1,0.1,0.3,0.2,0.2,0.2
23/09/2020,0.1,0.1,0,0.1,0.2,0,0.5,10.7,1.4,7.9,,0.8,1.5,3.3,1.8,3.2,2.8,1.4,3.4,3.2,3.5,3.2,2.9,3.2,24.1,57.3,35.3,21.7,22.7,19.9,11.1,20.4,14.4,14.5,8.9,12,0.2,0.2,0.1,0.2,0.1
24/09/2020,0,0.1,0.2,0.2,0.1,0,0.6,4.6,0.5,0.7,,0.2,1.6,2.4,2.1,2.5,,0.7,3.1,3.1,3.1,3,3.1,3.2,15.6,19.5,20.8,11,17.9,13.5,20.6,8.3,10.8,8.2,10.6,16.4,0.1,0.2,0.1,0.3,0.1
25/09/2020,0.1,0.1,0.9,0.2,0.1,0,0.3,6.1,4.1,1.4,1.2,0.5,1.2,2.2,2.1,1.9,1.8,0.7,3.3,3.4,3.5,3.2,3.4,3.5,64.8,65.5,42.8,40.4,64,34.4,8.3,15.5,9.8,7.2,8.1,14.1,0.1,0.2,0.1,0.3,0.1
26/09/2020,0.1,0,0.3,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.8,0.6,0.2,1.7,0.7,2.9,2.9,2.9,2.9,3,2.9,14.6,11.9,15.9,18.9,21.4,14,9.4,12.4,10.4,14.1,10.7,14,0.1,0.1,0.1,0.1,0.2
27/09/2020,0,0,0.3,0.1,0,0.3,0,1.3,0.2,0.1,0.2,0.9,0.3,2.7,0.8,1.5,1.3,0.7,3.1,3,3.2,3,3.2,3,21.8,37.4,38.2,28.1,21.4,31.4,15.1,22.9,13.9,11.3,18.6,12.2,0.2,0.1,0.2,0.2,0.2
28/09/2020,0.1,0.1,0.2,0.1,0.2,0,2.3,10.4,1.2,5.8,10.4,2,1.9,2.9,2.5,2.2,2.4,2,4,3.7,3.4,3.8,3.9,3.7,26.3,32.4,43.4,26.2,25,48.6,23.5,20.5,19,19.6,12.6,15.3,0.2,0.2,0.3,0.4,0.2
29/09/2020,0,0.1,0.2,0.1,0.2,0.1,0,3.2,3,1,8.6,1.4,0.3,2.9,1.8,2.5,2.3,1.6,3.8,3.4,3.7,3.7,3.9,4,21.7,30.6,78.9,46.4,28.4,30.9,13.3,19.1,16.9,17.3,13.5,16.1,0.2,0.3,0.1,0.4,0.2
30/09/2020,1,0.2,2.5,0.8,0.2,0.3,3.2,13.3,0.5,0.5,8.9,2.6,2.1,3.3,1.9,1.9,2.8,1.5,3.1,2.6,2.7,3,2.8,2.8,32.1,41.6,75.1,69.8,24.7,44.3,16.2,26,10.4,14.4,11.2,14.7,0.3,0.3,0.2,0.3,0.2
1/10/2020,0.1,0.1,0.4,0,0.1,0,1.4,5.3,1.3,0.6,2.5,0.8,1.7,2.6,2,2.2,2,1.6,3.8,3.2,3.9,3.1,3.4,3.1,32.3,35.4,63.8,53.1,41.4,60.7,13.2,25.4,15.3,24.9,10.5,17.3,0.1,0.2,0.2,0.2,0.2
2/10/2020,0.4,0.3,0.4,0.1,0.7,0.6,2.8,6.3,3.5,4.1,4.1,3.9,1.8,3.8,1.8,4,2.9,2.3,4.2,4.6,3.5,4.2,5,4.6,55.8,94.2,47.5,35.5,70.4,47.9,20.2,80.5,21.2,17.5,20.1,22.4,0.5,0.2,0.4,0.3,0.3
3/10/2020,0.4,0.3,1.4,0.2,0.8,0.3,1.9,7.4,1.7,3.5,2.2,0.8,2.1,3.1,2.4,2.9,2.5,1.9,4.4,6.2,3.5,5.3,6.1,6,54.6,58.4,35.3,60.2,39.1,51.6,30.1,56.6,17,25.3,21.3,23.1,0.7,0.3,0.5,0.4,0.3
4/10/2020,0.5,0.5,0.4,0.3,1.2,0.2,0.2,2.1,0.4,0.9,1.1,0.4,0.8,3.2,0.7,2,1.6,1,4.2,5.6,3.2,4.7,5.7,5,38.3,44.3,38.4,54.3,36.4,51.2,23.3,19.8,21.7,20.2,14.7,24.6,0.2,0.3,0.4,0.4,0.3
5/10/2020,0.2,0.1,0.1,1,0.2,0.1,0.1,5.4,1.2,0.7,2.2,0.2,0.4,2.7,1.5,2.8,2.9,0.6,4.8,4.5,4.3,5.2,4.7,4.5,82.5,47.2,40.5,82.2,50,50.7,20,17.5,24.2,22.3,18,21.3,0.2,0.2,0.3,0.3,0.3
6/10/2020,0.1,0.1,0.3,1.4,0.1,0.1,0.2,0.3,0.2,1.2,0.1,0.2,0.7,0.9,0.4,2.3,0.7,0.7,3.5,3.3,3.5,2.6,3.5,3.7,22.3,25.8,50,26.3,21.4,31.4,22.7,11.9,14.3,19.8,12,14.6,0,0.2,0.4,0.2,0.2
7/10/2020,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.6,0.1,0.6,0.7,0.4,0.9,2.1,0.3,2.1,2.5,2.6,2.9,2.1,3.5,2.4,2.4,2.9,23.8,38,29.9,31.4,38.4,37.2,14.4,16.5,12.4,11.4,12.7,17.7,0.1,0.2,0.2,0.3,0.2
8/10/2020,1.3,0.1,0.9,0.5,0.2,0.3,1,6.1,0.5,0.5,5.9,0.2,1.1,2.2,2.3,1.5,1.3,0.5,3.2,3.4,3.4,3.1,3.7,3.4,46.5,30.9,58.6,35.4,50.2,30.3,19.9,18.1,14.4,16.8,11.9,19,0.1,0.3,0.2,0.3,0.2
9/10/2020,0.1,0.2,0.1,0.1,0.1,0,3.8,11.9,0.6,5.8,2.9,1,2.3,2.8,1.4,2.1,2.2,1.1,3.1,3,3.2,2.9,3.2,3,12.6,19,18.8,9.6,29,28.7,22,12.5,9.1,12.9,6.4,16.6,0.2,0.2,0.2,0.2,0.2
10/10/2020,0.1,0.1,0.7,0,0.1,0.2,0.2,3.2,0.5,0.2,3.8,0.3,1.9,2.5,1.6,0.4,2.1,0.8,4.6,3.2,3.8,3.4,3.4,3.3,25.5,20.8,45.2,10.8,15,18.6,13.7,18.7,18,12.8,10.8,21.4,0.1,0.2,0.1,0.2,0.2
11/10/2020,0.5,0.1,0.4,0.7,0.2,0.3,0.9,4.1,3.7,0.6,2.7,1.4,1.8,2.3,2.2,2,2,1.1,4.3,3.6,4,4.2,4.3,3.6,67,71.1,29.8,25.8,45.4,65,12.2,27.2,19.6,15.7,8.2,21.3,0.4,0.3,0.3,0.2,0.2
12/10/2020,0.1,0.1,0.1,0.5,0.1,0.1,0.1,2.2,0.5,0.5,0.6,0.8,0.3,2.7,1.3,1.8,1.8,1.5,3.8,4.1,4,3.2,4.3,4.7,25.4,33.8,36.2,33.2,30.2,32.2,13.8,20.6,26,17,10.9,14.4,0.1,0.3,0.2,0.2,0.2
13/10/2020,0.2,0.1,1.1,0.5,0.2,0.3,4,6.2,5.3,2.6,4.1,4.2,2.1,2.1,1.7,2.4,1.7,1.6,4.4,5.6,3.7,4.9,6.1,5.6,41.4,61.4,45.6,52.5,59.3,77.2,22.9,13.6,22.8,30.8,18.8,17.8,0.2,0.3,0.2,0.3,0.2
14/10/2020,0.1,0,0.1,0.2,0.1,0.3,0.1,2.1,0.1,0.2,0.7,0.8,0.8,2.8,0.1,1.4,1.9,1.1,3.2,3.3,3.3,3,3.5,4.2,31.3,35.9,43.8,30.7,58.3,42,24.1,26.7,29.3,15.4,10.6,14,0,0.2,0.2,0.2,0.2
15/10/2020,1.4,0.1,0.3,0.6,0.3,0.5,2,9.2,1.7,0.4,9.8,0.7,2,3.2,1.2,3,2.8,1.2,4,4.9,3.5,4.3,4.6,4.1,38.4,55.7,48.1,76.9,49,36.5,26.4,19.2,21,28,18,15.8,0.2,0.3,0.3,0.3,0.2
16/10/2020,0.2,0.1,0.4,0.8,0.1,0.2,0.5,4.8,1,0.7,1.7,1.8,2.1,2.7,2.6,1.6,2.5,1.9,3.8,3.2,3.8,2.8,3.3,3.1,47.5,48.6,75.3,28.4,57.6,53.3,16.1,17,16.9,18.7,15.1,27.8,0.2,0.3,0.3,0.3,0.2
17/10/2020,0.3,0.1,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.5,1.6,2.2,1,2,2,1.6,3.9,4.3,3.6,4,4.4,4,65.5,76.9,55.4,72.2,48.8,64,33,36.4,18.3,37,14.5,16.4,0.2,0.3,0.2,0.4,0.2
18/10/2020,0.1,0.1,0.4,0.2,0.1,0.3,0.4,0.2,0.1,0,0.8,0.6,1.3,1.5,0.8,1.7,1.3,0.4,4.5,4.3,3.8,3.8,4.7,4.3,37.4,22,37.2,25.7,22.9,30,23.8,28.7,10.5,16.2,12.1,23.5,0.2,0.3,0.3,0.4,0.2
19/10/2020,0.1,0.1,0.1,0.6,0,0.2,,0.3,0.1,0.6,0.3,1,0.5,1.6,0.9,1.1,1.2,1.3,2.8,2.8,3,2.6,2.9,3.5,23.3,22.5,25.7,25.3,27.6,24,16.9,21.2,9.5,20.6,7,10.7,0.1,0.2,0.2,0.2,0.1
20/10/2020,0,0,0.1,0.1,0.1,0.2,0.1,0.7,0.8,0.5,0.6,1,0.2,1.8,0.9,1.9,1.5,1,3,2.6,2.9,2.9,3.3,3.7,21.4,,22.2,18.4,19.5,26.7,18.2,,17.9,12.8,7.7,8.8,0,0.2,0.2,0.2,0.1
21/10/2020,0.1,1.4,0.1,0.2,0.5,0.3,1.2,20.1,0.3,0.2,9.7,3.7,1.1,3,0.3,1.2,2.2,1.1,2.8,3.9,3,3,4.1,4.1,18.8,,26.3,24.3,27.2,,27,,17.8,12.9,12.2,,0.2,0.2,0.2,0.3,0.3
22/10/2020,0.2,0.4,2.5,0.3,1.3,1,0.3,4,4.2,1.9,5.4,2.3,0.8,2.2,1.8,1.7,2.2,1.6,3.2,3.4,3.1,3.4,3.6,3.7,19.2,31.8,34.2,28.6,35.1,29.4,11.2,17.3,19.1,22.3,10.7,15.1,0,0.3,0.3,0.3,0.3
23/10/2020,0.1,0.8,0.1,0.5,0.9,0.6,0.2,11.4,1.3,0.7,9.8,0.8,0.5,2,1.1,1.8,2.1,1.2,3.3,4.4,2.9,3.3,5,5.2,21.9,30.1,31.3,26.9,41.4,22,15.2,15.6,21.1,16.4,16.2,13.5,0.1,0.2,0.2,0.3,0.2
24/10/2020,0.2,0.1,0.4,0.2,0.1,0.1,0.3,0.3,0.7,0.6,0.2,0.1,1,1.5,1.6,1.5,1.5,0.4,3.1,3.1,3.8,3.3,3.1,3.1,22.3,20,23.7,20.4,24.2,11.6,17.9,17.9,14.2,16.8,10.6,13.7,0.1,0.3,0.2,0.3,0.2
25/10/2020,0.1,0.1,0.4,0.6,0,0.6,0,0.1,0,0.1,0.1,1.4,0.4,0.7,0.7,1,0.6,0.8,3,2.5,3.6,2.3,2.9,3,27.1,21.1,17.1,21.2,16.8,12,12.8,12.4,6.5,19.4,13,18.5,0.1,0.3,0.2,0.3,0.2
26/10/2020,0.1,0,0.1,0.8,0,0.7,0.1,0.2,0.1,0.5,0,2.2,0,0.7,0.3,1.8,0.7,1.8,3,2.6,2.9,1.9,2.8,2.7,28.6,25.3,40,33.8,27.2,17.4,17.7,18.7,11.9,23.5,7.7,12.3,0,0.2,0.4,0.2,0.1
27/10/2020,0.2,0.1,0.1,0.4,0,0.6,0.2,1,0.1,,0.5,2.1,0.7,2.5,0.4,1,1.8,1.4,2.9,2.7,2.9,2.5,2.8,2.9,21.1,18.8,23.6,21.1,16.4,12.8,29.2,14.1,17.8,10.3,11.8,11.1,0.1,0.2,0.3,0.2,0.2
28/10/2020,0.2,0.1,0.4,0.6,0.1,0.1,0.8,2.2,0.4,0.8,0.6,1.8,1.6,2.1,1,1.4,1.3,1.2,2.8,2.7,2.6,2.7,2.7,2.9,18.1,22.7,28.1,18.2,17.2,17.1,14.4,14.7,12.4,8.3,4.9,11.5,0.1,0.2,0.2,0.2,0.2
29/10/2020,0.3,0.1,0.6,0.2,0.2,0.2,0.5,0.8,1,3.7,1.2,0.9,2,2.3,2.1,1.9,2.1,1.8,3.5,3.2,3.3,,3.2,3.3,14.7,11.3,19.2,14,19,13.4,15.8,9.9,12.4,9.7,8.7,14.9,0,0.2,0.3,0.2,0.2
30/10/2020,0.2,0.1,0.1,0.3,0.2,0.3,3.4,4.4,4,2.3,9.1,3.3,1.7,1.9,1.5,1.9,2.3,1.2,3.3,3.7,4.5,3.1,3.5,4,18.3,18.6,22.4,15.9,24.7,21,21.9,12.1,14.8,19.6,7.4,11.3,0,0.3,0.3,0.2,0.2
31/10/2020,0.3,0.1,0.8,0.7,0.1,0.5,0.1,0.1,0.2,0.6,0.1,1,1.5,1.4,1.7,2.7,1.3,0.9,4,3.7,3.7,3.5,4,3.6,37.7,20.3,81.6,35.6,24.4,21.2,22.9,15.7,15.4,15.1,10.2,18,0.1,0.2,0.4,0.2,0.2
1/11/2020,0.3,0,0.4,0.1,0.1,0.6,0.3,0.1,0.2,0.1,0.2,1.3,0.8,1.3,1.4,0.9,0.6,0.9,2.4,2.4,3.6,3,2.7,2.1,23.4,16.5,36.1,18.6,19.1,16.6,14.7,17.8,11.7,14.8,9.4,21.8,0.1,0.2,0.3,0.2,0.2
2/11/2020,0.1,0.1,0.2,0.5,0.1,0.4,0.1,4.3,0.1,0.8,1.6,2.4,0.4,2,0.6,1.5,1.7,1.8,2.5,2.3,2.4,2.3,2.5,2.9,19.8,19.4,45,24.1,23.2,20.3,46.9,9.9,18,9.3,10.7,10.1,0.1,0.2,0.2,0.2,0.2
3/11/2020,0.4,0.1,0.1,0.7,0.2,0.2,3.4,6.5,0.2,4.2,8.5,3.2,1.5,1.9,0.9,2.1,2,1,2.7,3.6,2.9,2.7,3.6,4.6,21.7,25.5,26.6,46.9,28,28,12.7,14.8,11.4,17.1,7.2,15.1,0.1,0.3,0.2,0.3,0.2
4/11/2020,0.7,0.3,0.1,0.6,0.2,0.2,1.2,10.1,3.2,1,7.3,3.6,1.4,3,1.8,2.8,2.6,1.2,3.4,4.7,2.7,3.6,4.2,4.1,28.4,36.5,38.2,121.9,44.2,26.1,17.7,18.7,16.8,27.5,8.6,9.8,0.2,0.3,0.3,0.3,0.2
5/11/2020,0.4,0.1,0.6,0.3,0.1,0.6,1.1,1.7,3.4,1,1.4,1.4,2.2,2.6,1.8,2.7,2.4,1.6,3.6,1.8,2.8,2.8,2.2,1.6,32.2,33.5,42.4,44.2,27.8,27.5,18.5,15.2,13.1,30.4,15.2,17.7,0.1,0.3,0.4,0.3,0.2
6/11/2020,0.1,0.1,0.6,0.1,0.1,0.7,0.3,3,0.5,0.4,1.9,1.9,1,2.1,0.8,1.4,1.6,1.1,2.6,2.8,2.6,2.5,3,3,24.1,21,42.2,21.3,25.2,17.7,15.9,10.7,11.5,9.9,8.2,16.3,0.1,0.2,0.2,0.2,0.2
7/11/2020,0.2,0.1,0.1,0.7,0.1,0.3,2.1,1.8,1.9,0.7,3.3,1.1,1.5,1.6,1.2,1.4,1.1,1.1,2.7,2.7,3.1,2.1,2.9,3.2,24.5,27.8,37.4,31.6,30.5,22.3,15.6,16.4,16.8,17.8,9.6,14.5,0.2,0.2,0.5,0.3,0.2
8/11/2020,0,0.1,0,0.1,0.1,0.3,0,1.2,0.1,0.2,0.2,0.6,0,1.9,0,1,1.3,0.6,2.5,2.7,2.5,2.3,3,3.3,23,27.2,36,22.9,22.7,22.4,10.4,18.2,11.1,13.1,6.9,12,0.1,0.2,0.2,0.2,0.1
9/11/2020,0.1,0.1,0.3,0.2,0.1,0.1,1.2,,1,3.6,2.7,0.9,1.6,1.9,0.7,1.7,1.8,0.8,2.8,1.9,2.4,2.9,2.9,3.4,15.9,18.3,22.3,27,20.8,12.9,17,19.7,9.2,19.6,7.6,15.3,0.1,0.1,0.2,0.2,0.1
